1612137600,32825.75,33137.75,33137.75,32893.03,126.87206324
1612137900,32500,32893.03,32893.03,32593.52,268.40473674
1612138200,32577.45,32700,32593.52,32645.01,134.96519514
1612138500,32400,32685.9,32645,32502.65,153.5436685
1612138800,32356.01,32605.44,32504.26,32442.32,230.11793204
1612139100,32333,32493.23,32442.31,32453.82,160.80291849
1612139400,32387,32516.67,32461.77,32475.93,144.49276039
1612139700,32470.03,32590.96,32477,32535.04,66.07541621
1612140000,32522.57,32680.39,32534.19,32615.98,85.25537548
1612140300,32550,32627.28,32615.98,32565.13,33.6362549
1612140600,32487.86,32591.82,32563.86,32560.98,50.88275681
1612140900,32541.63,32595.61,32560.98,32587.51,39.92720459
1612141200,32515.49,32610.77,32587.51,32606.59,52.36966606
1612141500,32542.96,32647.19,32606.57,32644.72,51.72005158
1612141800,32603.36,32695.85,32644.72,32694.57,48.25542439
1612142100,32608.74,32701.12,32690,32616.07,49.3387041
1612142400,32585.18,32974.1,32615.25,32955.8,91.79206394
1612142700,32943.6,33029.59,32965.01,32959.27,63.57864861
1612143000,32841,32990.55,32950,32947.03,108.44354796
1612143300,32950,33220,32950,33209.39,126.37609577
1612143600,33174.87,33500,33202.02,33498.21,198.41610465
1612143900,33348.49,33561.57,33498.22,33395.21,137.08916011
1612144200,33395.2,33522.88,33395.2,33437.08,71.5622468
1612144500,33435,33500,33437.08,33450,100.78030492
1612144800,33248.8,33469.72,33450,33282.88,84.05265844
1612145100,33266.17,33495.01,33281.79,33427.76,74.1919646
1612145400,33392.64,33490.54,33425.43,33461.93,74.32468969
1612145700,33440.42,33800,33459.72,33707.41,162.1748333
1612146000,33703.56,33850,33711.21,33719.44,136.51983522
1612146300,33560.6,33766.86,33707.41,33570.64,95.35670392
1612146600,33539.1,33740.1,33567.17,33570.74,99.09248261
1612146900,33556.84,33643.61,33564.1,33585.89,55.25762117
1612147200,33497.21,33650,33585.91,33534.08,106.59914133
1612147500,33534.38,33670,33534.38,33664.24,43.26421614
1612147800,33600,33717.11,33665.1,33630.99,36.67737312
1612148100,33624.96,33737.77,33624.96,33673.25,36.36968657
1612148400,33559.44,33762.94,33672.72,33567.78,53.90878992
1612148700,33562.57,33677.63,33567.24,33653.55,38.9486943
1612149000,33587.74,33658.85,33650,33628.19,92.79522529
1612149300,33558.65,33673.97,33632.15,33654.05,57.41507006
1612149600,33519.39,33714.25,33652.3,33548.31,48.96189412
1612149900,33481.05,33587.33,33553.37,33547.78,56.1335903
1612150200,33547.78,33629.56,33547.78,33623.28,57.94043259
1612150500,33591.67,33770,33619.56,33701.43,52.71774904
1612150800,33656.81,33780,33701.42,33656.84,52.27799482
1612151100,33646.61,33742.14,33655.59,33658.25,59.76450131
1612151400,33555.01,33664.41,33662.08,33604.51,39.45756716
1612151700,33567.84,33628.12,33604.87,33590.17,25.8732369
1612152000,33318.97,33700,33590.7,33589.94,175.00214929
1612152300,33585.87,33797.38,33585.88,33661.75,68.72510019
1612152600,33609.82,33727.16,33655.83,33718.72,40.19794651
1612152900,33667.44,33793.18,33718.72,33776.12,45.94755911
1612153200,33763.57,33945,33776.12,33914.4,98.38772072
1612153500,33724.98,33958.34,33907.64,33768.64,84.09228725
1612153800,33635.55,33802.74,33770.33,33635.72,60.72624838
1612154100,33629,33720,33647.91,33631.05,49.99880969
1612154400,33593.46,33658.69,33631.02,33643.23,58.22491536
1612154700,33545.78,33643.23,33643.1,33573.52,34.23853275
1612155000,33551.01,33639.79,33586.25,33606.35,31.96391475
1612155300,33559.44,33664.27,33612.42,33581.76,32.37529524
1612155600,33520.88,33588.82,33578.23,33573.09,45.47279528
1612155900,33560.61,33650.77,33560.62,33650.77,24.38756057
1612156200,33580,33723.13,33647.96,33606.53,44.50692336
1612156500,33468.04,33613.65,33613.65,33498.31,45.10598589
1612156800,33480.68,33560,33496.71,33506.88,24.53653736
1612157100,33464.28,33619.62,33506.88,33586.45,27.60336258
1612157400,33589.85,33696.5,33589.85,33656.78,20.03355015
1612157700,33617.62,33723.3,33656.79,33686.48,40.67173076
1612158000,33631.72,33706.51,33683.72,33679.53,18.9311353
1612158300,33674.75,33875,33679.36,33753.32,47.96891519
1612158600,33747.45,33841.73,33753.31,33816.47,45.39091043
1612158900,33766.7,33919.53,33808.91,33800,69.88510265
1612159200,33733.07,33915.97,33800.01,33800,44.49176732
1612159500,33768.43,33960,33800,33920.9,92.58074186
1612159800,33872.04,33939.15,33930.85,33893.14,92.98235286
1612160100,33865.02,33940.89,33889.99,33875.66,36.86289523
1612160400,33875.66,33932.62,33875.66,33897.56,62.85817223
1612160700,33859.6,33959.49,33898.38,33938.91,72.50955224
1612161000,33866.25,33959.96,33936.37,33874.38,66.51087491
1612161300,33835.86,34020,33878.89,34020,385.18907551
1612161600,33686.09,34460.9,34020,33867.83,1173.08914389
1612161900,33394.2,33872.66,33862.28,33506.92,224.10914763
1612162200,33163.26,33596.74,33515.85,33375.34,400.045828
1612162500,33328.55,33570.13,33377.81,33543.98,44.77339578
1612162800,33425,33590.72,33539.62,33534.01,50.36309786
1612163100,33486.67,33616.56,33534.16,33567.93,40.36900809
1612163400,33566.07,33671.76,33566.13,33628.48,55.96505151
1612163700,33626.85,33686.11,33626.85,33658.94,41.91620878
1612164000,33512.01,33676.92,33664.95,33577.29,62.36962682
1612164300,33484.61,33714.05,33578.98,33621.27,82.81363769
1612164600,33618.37,33776.53,33621.76,33771.71,28.45612318
1612164900,33722.98,33775.08,33770.73,33771.25,21.25715614
1612165200,33697.34,33771.24,33771.24,33751.29,24.15842507
1612165500,33744.01,33840.56,33751.29,33813.01,30.61600776
1612165800,33729.26,33831.89,33813,33777.61,43.78258211
1612166100,33600,33883.98,33777.6,33830.38,113.28908433
1612166400,33819.4,33934.06,33832.69,33840.04,93.86044392
1612166700,33756,33902.29,33840.1,33765.95,39.59346189
1612167000,33733.25,33842.38,33752.07,33798.64,56.17671928
1612167300,33751.66,33872.45,33798.64,33786.33,106.75073412
1612167600,33754.39,33830,33778.26,33788.93,46.42826832
1612167900,33655.79,33808.21,33791.45,33742.13,103.32060099
1612168200,33625.3,33745.76,33742.14,33706.15,66.98314563
1612168500,33693.14,33866.99,33706.15,33814.03,40.4267466
1612168800,33772.88,33894.59,33813.98,33894.58,41.2583195
1612169100,33871.75,34196.59,33894.59,34195.49,92.65462862
1612169400,34099.2,34196.07,34190.85,34177.48,48.72801201
1612169700,34176.73,34500,34176.73,34494.2,179.07250311
1612170000,34460.3,34700,34493.82,34646.07,209.24551376
1612170300,34575,34728.57,34646.17,34600,109.71252037
1612170600,34525.02,34650.58,34599.99,34593.67,70.98589713
1612170900,34593.67,34700,34593.67,34649.62,52.13588519
1612171200,34454.54,34649.49,34649.49,34489.74,40.13641958
1612171500,34390.73,34546.44,34500,34390.73,51.4512239
1612171800,34339.7,34568.16,34390.72,34455,86.6863097
1612172100,34390,34500,34453.26,34434.61,46.26522933
1612172400,34348.1,34438,34434.67,34369.04,44.72835228
1612172700,34330.04,34398.9,34368.49,34372.34,31.35827375
1612173000,34290.49,34425,34378.3,34406.13,56.85250972
1612173300,34328.77,34417.73,34417.73,34376.74,36.93014829
1612173600,34221.44,34410.78,34379.66,34273.01,57.85974183
1612173900,34240.6,34300,34275.54,34296.94,38.26717792
1612174200,34089.92,34296.94,34296.94,34251.48,73.36793854
1612174500,34202.05,34340.03,34250.73,34299.42,42.33610169
1612174800,34270.12,34536.41,34304.11,34500,87.63870766
1612175100,34402.51,34532.44,34484.12,34456.09,34.91482084
1612175400,34331.73,34488,34462.02,34373.16,40.68336007
1612175700,34105.6,34414.98,34372.84,34184.53,78.85311071
1612176000,34117.84,34239.59,34184.54,34126.85,57.04578747
1612176300,34032.16,34148.07,34119.75,34126.69,66.65422635
1612176600,34098.54,34161.96,34134.84,34161.96,21.11915135
1612176900,34139.25,34198.57,34161.96,34184,22.26335769
1612177200,34165.49,34306.71,34184,34282.15,35.27146339
1612177500,34104.12,34282.57,34282.57,34134.9,22.98093344
1612177800,34033.54,34176.66,34136,34111.31,36.96180624
1612178100,33965.26,34113.48,34108.75,34035.61,65.04429888
1612178400,33992.75,34102.28,34036.23,34086.51,30.75794104
1612178700,34047.78,34173.57,34086.33,34124.86,24.58130708
1612179000,34124.86,34214.78,34124.86,34165.11,23.33151221
1612179300,34024.9,34203.21,34168.28,34136.36,47.83604359
1612179600,34129.96,34277,34131.68,34254.94,58.11980378
1612179900,34204.92,34359.46,34267.83,34269.72,54.88952871
1612180200,34205.27,34305.19,34281.05,34225.26,48.79002784
1612180500,34176.32,34423.91,34219.13,34191.46,89.03876555
1612180800,34187.9,34465.52,34191.45,34315.4,140.62529551
1612181100,34205,34318.35,34309.11,34237.58,38.96777605
1612181400,34226.63,34322.41,34228.98,34311.79,33.97275997
1612181700,34204.6,34330.21,34314.15,34264.09,39.07294509
1612182000,34079.68,34290.64,34267.52,34115.57,93.93227788
1612182300,34028.43,34147.23,34112.73,34045.02,93.47566899
1612182600,34014.71,34105.23,34045.02,34074.21,58.41867681
1612182900,34049.49,34104.19,34075.91,34088.48,44.97651271
1612183200,33832.25,34118.3,34082.02,33929.53,178.82472805
1612183500,33774.29,33929.1,33922.48,33868.15,121.08533402
1612183800,33595,33892.85,33879.48,33731.39,169.4031555
1612184100,33714.54,33811.38,33731.4,33749.46,102.69477395
1612184400,33749.46,33861.6,33749.46,33819.99,56.18180078
1612184700,33717.2,33840.15,33819.99,33797.17,72.3249797
1612185000,33726.07,33991.24,33797.18,33970.7,88.92514084
1612185300,33812.28,33978.11,33972.38,33872.11,103.57971347
1612185600,33781.16,33903.94,33872.11,33851.44,74.90327804
1612185900,33789.55,33880.97,33851.45,33816.3,55.60095089
1612186200,33805.06,33913.77,33816.06,33816.29,121.85672022
1612186500,33813.37,33943.37,33813.37,33901.96,126.85839345
1612186800,33877.38,33970.65,33906.36,33931.21,74.90177009
1612187100,33603.29,33971.3,33931.21,33723.98,113.18143396
1612187400,33711.09,33821.99,33724.89,33771.83,107.62973157
